00/29597,2.CodigoDeArticulo,Código del Departamento ,Código de Familia,3.Descripcion2,4.FECHA,5.Unidades,6.Empresa,7.Almacen,8.Celda
00/29597,FINEST_ROTOS,ANASTASIA,MUEBLES,,08/06/2026 11:38:05,1,00,FINEST,VALL.G.04.30.01
